,accuracy,f1_score,epoch
0,0.596666693687439,0.663888888888889,1
1,0.92166668176651,0.9271317829457365,2
2,0.9333333373069763,0.9382716049382717,3
3,0.9399999976158142,0.9444444444444444,4
4,0.9366666674613953,0.9409937888198758,5
5,0.9416666626930237,0.9459041731066461,6
6,0.9433333277702332,0.947530864197531,7
7,0.9483333826065063,0.9520865533230294,8
8,0.9416666626930237,0.9467275494672756,9
9,0.9433333277702332,0.947530864197531,10
