,accuracy,f1_score,epoch
0,0.46666666865348816,0.2488262910798122,1
1,0.49000000953674316,0.29816513761467894,2
2,0.4816666841506958,0.2647754137115839,3
3,0.4716666638851166,0.22871046228710462,4
4,0.4750000238418579,0.2517814726840855,5
5,0.48000001907348633,0.2941176470588235,6
6,0.4466666877269745,0.23853211009174316,7
7,0.4699999988079071,0.27397260273972596,8
8,0.5,0.3449781659388646,9
9,0.4883333444595337,0.2974828375286041,10
