,accuracy,f1_score,epoch
0,0.893333375453949,0.8926174496644296,1
1,0.9516667127609253,0.9543307086614173,2
2,0.9366666674613953,0.939297124600639,3
3,0.9433333277702332,0.9465408805031447,4
4,0.9383333325386047,0.9438543247344461,5
5,0.9383333325386047,0.9420970266040689,6
6,0.9300000071525574,0.9329073482428115,7
7,0.9200000166893005,0.9210526315789473,8
8,0.9483333826065063,0.9526717557251909,9
9,0.9333333373069763,0.9395770392749246,10
