,accuracy,f1_score,epoch
0,0.5149999856948853,0.3310344827586207,1
1,0.4816666841506958,0.3587628865979382,2
2,0.4933333396911621,0.3870967741935484,3
3,0.46666666865348816,0.36758893280632415,4
4,0.46833333373069763,0.4146788990825688,5
5,0.4516666829586029,0.3636363636363636,6
6,0.4866666793823242,0.4358974358974359,7
7,0.4583333432674408,0.40801457194899815,8
8,0.4699999988079071,0.3861003861003861,9
9,0.5200000405311584,0.4782608695652174,10
