,accuracy,f1_score,epoch
0,0.4699999988079071,0.13114754098360656,1
1,0.46666666865348816,0.14438502673796794,2
2,0.4866666793823242,0.20618556701030927,3
3,0.46666666865348816,0.18367346938775514,4
4,0.46666666865348816,0.17098445595854922,5
5,0.47833335399627686,0.21158690176322423,6
6,0.4699999988079071,0.20100502512562812,7
7,0.4833333492279053,0.2091836734693878,8
8,0.4933333396911621,0.2549019607843137,9
9,0.46666666865348816,0.19999999999999998,10
